airline,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price,month,day
Jet Airways,Delhi,Cochin,afternoon,evening,100200,1,No info,12767,3,21
Jet Airways,Delhi,Cochin,afternoon,mid_night,48300,1,In-flight meal not included,10262,6,6
Multiple carriers,Delhi,Cochin,morning,evening,46800,1,No info,7408,6,12
Multiple carriers,Delhi,Cochin,morning,evening,39600,1,No info,13587,6,27
Air India,Kolkata,Banglore,afternoon,morning,54300,1,No info,8891,5,15
IndiGo,Delhi,Cochin,morning,mid_night,53700,1,No info,5883,6,6
Jet Airways,Delhi,Cochin,afternoon,afternoon,84900,1,In-flight meal not included,10262,6,27
Jet Airways,Kolkata,Banglore,evening,evening,84900,1,In-flight meal not included,10844,6,9
Jet Airways,Kolkata,Banglore,morning,evening,48000,1,No info,14781,5,9
IndiGo,Chennai,Kolkata,afternoon,afternoon,8700,0,No info,6297,3,15
Air Asia,Kolkata,Banglore,evening,mid_night,9000,0,No info,4409,5,12
Air India,Delhi,Cochin,morning,evening,30000,2,No info,12383,6,9
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,2017,5,3
Air India,Mumbai,Hyderabad,evening,morning,51000,1,No info,12308,3,6
SpiceJet,Chennai,Kolkata,afternoon,evening,8400,0,No info,3384,3,18
Jet Airways,Banglore,New Delhi,morning,afternoon,26100,1,In-flight meal not included,9134,3,15
IndiGo,Delhi,Cochin,mid_night,morning,19500,1,No info,7464,5,18
Multiple carriers,Delhi,Cochin,morning,afternoon,32400,1,In-flight meal not included,6093,4,27
Multiple carriers,Delhi,Cochin,mid_night,evening,53400,1,No info,15237,3,3
Jet Airways,Mumbai,Hyderabad,morning,morning,5100,0,In-flight meal not included,4995,5,1
Air India,Delhi,Cochin,afternoon,afternoon,10800,0,No info,6934,5,24
Jet Airways,Kolkata,Banglore,evening,morning,46500,1,No info,13784,4,1
Air Asia,Kolkata,Banglore,morning,afternoon,9300,0,No info,4409,6,15
Multiple carriers,Delhi,Cochin,afternoon,evening,22500,1,No info,15898,5,27
Air India,Delhi,Cochin,afternoon,evening,93600,2,No info,11989,5,21
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,2017,6,3
Multiple carriers,Delhi,Cochin,mid_night,evening,50700,1,No info,11098,6,1
IndiGo,Delhi,Cochin,afternoon,mid_night,28800,1,No info,6794,5,21
Jet Airways,Kolkata,Banglore,evening,morning,43800,1,In-flight meal not included,10844,5,1
Multiple carriers,Delhi,Cochin,afternoon,mid_night,37800,2,No info,34608,3,9
Air India,Delhi,Cochin,afternoon,afternoon,10800,0,No info,6094,5,15
IndiGo,Kolkata,Banglore,afternoon,evening,18900,1,No info,4565,5,9
Air India,Delhi,Cochin,mid_night,evening,136800,3,No info,10493,5,27
Air India,Banglore,New Delhi,morning,morning,100200,2,No info,12305,3,18
Air India,Banglore,Delhi,morning,afternoon,9900,0,No info,6961,5,15
Multiple carriers,Delhi,Cochin,morning,afternoon,23700,1,No info,9794,5,15
Multiple carriers,Delhi,Cochin,afternoon,mid_night,28800,1,No info,13377,5,27
Jet Airways,Delhi,Cochin,mid_night,evening,60300,1,In-flight meal not included,12898,5,27
Multiple carriers,Delhi,Cochin,morning,evening,28200,1,No info,7155,6,27
Multiple carriers,Delhi,Cochin,afternoon,mid_night,37800,1,No info,13377,6,24
Vistara,Banglore,Delhi,morning,afternoon,10200,0,No info,4668,5,3
IndiGo,Banglore,New Delhi,morning,afternoon,17400,1,No info,8110,3,1
Jet Airways,Banglore,Delhi,morning,morning,10800,0,In-flight meal not included,4544,4,6
Air India,Delhi,Cochin,afternoon,evening,95700,2,No info,9653,6,27
Jet Airways,Kolkata,Banglore,morning,evening,35400,1,No info,14781,5,1
Vistara Premium economy,Banglore,Delhi,morning,afternoon,10200,0,No info,5969,4,6
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,2017,4,3
Jet Airways,Kolkata,Banglore,afternoon,evening,23700,1,No info,14151,6,6
Jet Airways,Kolkata,Banglore,afternoon,mid_night,43800,1,No info,13731,6,9
Jet Airways,Delhi,Cochin,morning,evening,35400,1,In-flight meal not included,15400,3,3
Jet Airways,Kolkata,Banglore,morning,morning,91200,1,In-flight meal not included,8066,5,9
Jet Airways,Delhi,Cochin,mid_night,evening,133800,2,No info,21314,3,3
Air India,Banglore,New Delhi,morning,evening,42000,1,No info,14069,3,1
Jet Airways,Mumbai,Hyderabad,afternoon,afternoon,5400,0,In-flight meal not included,2470,3,15
IndiGo,Kolkata,Banglore,evening,evening,9300,0,No info,4804,4,24
Air India,Banglore,New Delhi,mid_night,afternoon,25500,1,No info,9029,3,15
IndiGo,Kolkata,Banglore,mid_night,morning,9300,0,No info,4804,5,12
IndiGo,Mumbai,Hyderabad,evening,evening,5100,0,No info,2754,3,24
Jet Airways,Kolkata,Banglore,evening,morning,39900,1,No info,13364,4,1
IndiGo,Kolkata,Banglore,afternoon,evening,16800,1,No info,6933,3,24
Multiple carriers,Delhi,Cochin,morning,evening,27300,1,No info,11200,6,9
Jet Airways,Mumbai,Hyderabad,mid_night,mid_night,5100,0,In-flight meal not included,3210,5,15
Jet Airways,Mumbai,Hyderabad,morning,morning,5400,0,No info,8040,6,18
IndiGo,Delhi,Cochin,morning,afternoon,30900,1,No info,6442,6,27
IndiGo,Delhi,Cochin,afternoon,afternoon,11700,0,No info,4729,4,1
IndiGo,Delhi,Cochin,morning,evening,37500,1,No info,6442,3,6
SpiceJet,Kolkata,Banglore,evening,mid_night,8400,0,No check-in baggage included,3841,6,12
Multiple carriers,Delhi,Cochin,morning,evening,39600,1,No info,13587,6,1
Jet Airways,Kolkata,Banglore,evening,afternoon,64800,1,No info,11467,5,15
IndiGo,Chennai,Kolkata,afternoon,afternoon,8100,0,No info,7295,3,3
SpiceJet,Chennai,Kolkata,morning,afternoon,8100,0,No info,3597,5,1
Multiple carriers,Delhi,Cochin,morning,evening,45300,1,No info,7787,5,9
IndiGo,Delhi,Cochin,morning,evening,51600,1,No info,14871,3,6
IndiGo,Chennai,Kolkata,afternoon,evening,9900,0,No info,3540,6,15
IndiGo,Delhi,Cochin,morning,evening,56400,1,No info,6442,6,1
Air Asia,Banglore,Delhi,morning,afternoon,9900,0,No info,3383,6,24
Air Asia,Kolkata,Banglore,evening,mid_night,9000,0,No info,4409,4,18
IndiGo,Chennai,Kolkata,morning,morning,8400,0,No info,3850,5,9
Multiple carriers,Delhi,Cochin,afternoon,evening,33300,1,No info,8018,6,24
Jet Airways,Kolkata,Banglore,evening,afternoon,67200,1,No info,11467,4,1
Vistara,Banglore,Delhi,morning,afternoon,10200,0,No info,4668,6,6
Jet Airways,Delhi,Cochin,afternoon,evening,91500,2,No info,13922,6,24
Air India,Mumbai,Hyderabad,morning,morning,4800,0,No info,3625,5,6
Air Asia,Kolkata,Banglore,evening,evening,9000,0,No info,5989,5,18
IndiGo,Banglore,Delhi,mid_night,morning,10200,0,No info,4423,4,21
Jet Airways,Delhi,Cochin,morning,afternoon,11700,0,No info,9564,6,18
Jet Airways,Kolkata,Banglore,afternoon,evening,92700,1,In-flight meal not included,8529,6,12
Air India,Kolkata,Banglore,evening,evening,9300,0,No info,4145,6,6
IndiGo,Kolkata,Banglore,afternoon,evening,9300,0,No info,4804,5,3
IndiGo,Delhi,Cochin,afternoon,evening,29400,1,No info,6938,6,1
Jet Airways,Banglore,New Delhi,morning,morning,85200,1,No info,14815,3,6
Multiple carriers,Delhi,Cochin,morning,evening,42300,1,No info,15077,3,6
Jet Airways,Delhi,Cochin,morning,evening,33600,2,No info,13014,6,15
Air India,Kolkata,Banglore,mid_night,evening,52500,2,No info,11201,6,9
Jet Airways,Kolkata,Banglore,evening,evening,77700,1,No info,12692,6,6
Multiple carriers,Delhi,Cochin,morning,afternoon,23100,1,No info,9646,6,1
Jet Airways,Delhi,Cochin,evening,mid_night,20100,1,No info,16079,5,24
Air India,Kolkata,Banglore,morning,morning,93300,2,No info,6117,5,15
Multiple carriers,Delhi,Cochin,afternoon,mid_night,36900,1,No info,6795,6,9
Air India,Mumbai,Hyderabad,evening,evening,4800,0,No info,3100,6,1
Jet Airways,Delhi,Cochin,mid_night,afternoon,37200,1,No info,15851,5,9
Vistara,Chennai,Kolkata,morning,morning,8100,0,No info,3687,6,6
IndiGo,Banglore,Delhi,afternoon,evening,10800,0,No info,4990,4,12
Jet Airways,Delhi,Cochin,evening,evening,85500,1,No info,15554,5,9
Multiple carriers,Delhi,Cochin,morning,evening,47700,1,No info,9526,6,15
IndiGo,Delhi,Cochin,mid_night,morning,11700,0,No info,6015,5,18
Air India,Kolkata,Banglore,afternoon,evening,35400,2,No info,10676,5,1
Jet Airways,Delhi,Cochin,evening,afternoon,66000,1,In-flight meal not included,12898,5,27
Jet Airways,Delhi,Cochin,evening,mid_night,105600,2,No info,15129,5,27
Multiple carriers,Delhi,Cochin,morning,evening,27900,1,No info,13378,3,21
SpiceJet,Kolkata,Banglore,morning,morning,8700,0,No info,4174,6,1
Multiple carriers,Delhi,Cochin,morning,evening,27300,1,No info,9103,5,21
IndiGo,Chennai,Kolkata,morning,morning,8400,0,No info,3850,6,9
Vistara,Delhi,Cochin,afternoon,afternoon,11400,0,No info,6216,6,9
Vistara,Kolkata,Banglore,afternoon,evening,23100,1,No info,8610,4,1
Jet Airways,Kolkata,Banglore,afternoon,morning,60300,1,In-flight meal not included,10539,6,6
IndiGo,Delhi,Cochin,morning,evening,37500,1,No info,6674,3,9
Multiple carriers,Delhi,Cochin,morning,evening,46800,1,No info,7618,6,24
IndiGo,Banglore,Delhi,mid_night,mid_night,10500,0,No info,3943,4,21
Vistara,Banglore,New Delhi,afternoon,evening,9300,0,No info,11913,3,24
IndiGo,Banglore,New Delhi,evening,evening,10200,0,No info,6860,3,9
Jet Airways,Delhi,Cochin,mid_night,evening,48600,2,No info,13292,6,12
Multiple carriers,Delhi,Cochin,mid_night,afternoon,47700,1,No info,17057,3,6
Air India,Delhi,Cochin,morning,evening,130200,2,No info,11552,3,3
IndiGo,Chennai,Kolkata,morning,afternoon,8700,0,No info,6297,3,12
IndiGo,Chennai,Kolkata,morning,afternoon,8700,0,No info,4332,3,24
Air India,Delhi,Cochin,mid_night,morning,10200,0,No info,5674,3,21
Multiple carriers,Delhi,Cochin,morning,evening,43800,1,In-flight meal not included,10711,5,21
Jet Airways,Kolkata,Banglore,morning,evening,30300,1,No info,11467,4,1
Air India,Kolkata,Banglore,afternoon,afternoon,80100,2,No info,12434,5,6
Air India,Delhi,Cochin,evening,evening,11100,0,No info,5201,6,24
Vistara,Banglore,Delhi,afternoon,evening,9300,0,No info,4878,5,18
Jet Airways,Delhi,Cochin,mid_night,mid_night,82500,2,No info,13014,6,6
SpiceJet,Chennai,Kolkata,morning,morning,8100,0,No info,3597,6,6
Air India,Banglore,New Delhi,morning,morning,94800,2,No info,12599,3,3
Jet Airways,Kolkata,Banglore,evening,evening,99600,1,In-flight meal not included,10844,5,24
Jet Airways,Delhi,Cochin,mid_night,evening,60300,1,In-flight meal not included,12898,5,21
IndiGo,Banglore,Delhi,afternoon,afternoon,10200,0,No info,3943,6,21
Multiple carriers,Delhi,Cochin,afternoon,mid_night,45000,1,No info,7198,6,12
SpiceJet,Kolkata,Banglore,afternoon,evening,18900,1,No info,4963,5,18
IndiGo,Banglore,New Delhi,afternoon,evening,10200,0,No info,12649,3,1
Multiple carriers,Delhi,Cochin,morning,afternoon,27000,1,No info,17267,3,6
Jet Airways,Delhi,Cochin,morning,evening,42900,1,In-flight meal not included,12373,5,9
Jet Airways,Banglore,New Delhi,morning,mid_night,47100,1,In-flight meal not included,13502,3,3
Multiple carriers,Delhi,Cochin,morning,evening,26400,1,No info,11622,3,21
SpiceJet,Kolkata,Banglore,evening,mid_night,8400,0,No info,5515,3,3
Jet Airways,Kolkata,Banglore,evening,afternoon,64800,1,In-flight meal not included,9314,5,15
Multiple carriers,Delhi,Cochin,morning,evening,31200,1,No info,11789,6,3
IndiGo,Banglore,Delhi,evening,evening,10200,0,No info,4823,4,6
Air India,Delhi,Cochin,afternoon,morning,72600,2,No info,10467,6,3
Multiple carriers,Delhi,Cochin,afternoon,evening,28800,1,No info,7408,6,3
Air India,Delhi,Cochin,morning,morning,98400,1,No info,7480,6,15
SpiceJet,Kolkata,Banglore,evening,mid_night,8400,0,No check-in baggage included,3841,4,24
SpiceJet,Chennai,Kolkata,afternoon,evening,8400,0,No check-in baggage included,3543,5,18
Air India,Delhi,Cochin,mid_night,evening,136800,3,No info,10493,6,24
Multiple carriers,Delhi,Cochin,morning,evening,27300,1,No info,9103,5,27
Jet Airways,Kolkata,Banglore,afternoon,evening,20700,1,In-flight meal not included,10844,5,6
IndiGo,Banglore,Delhi,evening,evening,10200,0,No info,4823,6,9
Air Asia,Banglore,New Delhi,evening,mid_night,9900,0,No info,4482,3,24
Jet Airways,Kolkata,Banglore,morning,morning,99300,1,In-flight meal not included,8529,6,12
Air India,Delhi,Cochin,afternoon,afternoon,10800,0,No info,7931,3,3
Jet Airways,Kolkata,Banglore,evening,morning,51900,1,In-flight meal not included,9663,5,18
Jet Airways,Delhi,Cochin,morning,evening,33600,2,In-flight meal not included,10368,6,1
Air India,Kolkata,Banglore,afternoon,evening,35400,2,No info,10151,5,18
SpiceJet,Chennai,Kolkata,afternoon,evening,8400,0,No check-in baggage included,3543,5,27
Multiple carriers,Delhi,Cochin,evening,mid_night,23400,1,No info,7530,6,1
Multiple carriers,Delhi,Cochin,afternoon,evening,27300,1,No info,6805,5,9
GoAir,Banglore,Delhi,morning,morning,10500,0,No info,3419,6,18
Air Asia,Banglore,Delhi,evening,mid_night,10200,0,No info,7120,6,9
Jet Airways,Kolkata,Banglore,afternoon,morning,64500,1,No info,14151,5,21
Air India,Mumbai,Hyderabad,morning,morning,4800,0,No info,3100,6,21
Jet Airways,Kolkata,Banglore,afternoon,afternoon,77100,1,No info,12121,5,24
SpiceJet,Mumbai,Hyderabad,mid_night,morning,5400,0,No info,2017,5,6
SpiceJet,Mumbai,Hyderabad,mid_night,morning,5400,0,No check-in baggage included,2647,6,15
IndiGo,Delhi,Cochin,afternoon,evening,19200,1,No info,6147,6,12
Jet Airways,Delhi,Cochin,evening,mid_night,36000,2,No info,14237,6,1
Jet Airways,Kolkata,Banglore,evening,morning,43800,1,No info,13044,6,12
Jet Airways,Delhi,Cochin,mid_night,evening,60300,1,No info,15554,5,18
SpiceJet,Banglore,Delhi,morning,afternoon,10200,0,No info,4423,4,9
Air India,Delhi,Cochin,evening,morning,38400,1,No info,8372,6,6
Jet Airways,Kolkata,Banglore,evening,evening,99300,1,In-flight meal not included,10844,5,18
Vistara,Kolkata,Banglore,afternoon,evening,93000,1,No info,9555,5,18
Air India,Delhi,Cochin,afternoon,morning,58200,2,No info,8839,5,15
Air India,Kolkata,Banglore,afternoon,evening,109800,2,No info,10151,5,6
Air India,Kolkata,Banglore,morning,mid_night,72600,2,No info,11432,5,12
SpiceJet,Banglore,Delhi,morning,afternoon,10200,0,No check-in baggage included,4319,4,15
Air India,Kolkata,Banglore,afternoon,evening,109800,2,No info,9626,6,6
Air India,Kolkata,Banglore,afternoon,evening,96900,1,No info,10623,5,18
Jet Airways,Delhi,Cochin,morning,afternoon,11700,0,No info,9564,4,18
Jet Airways,Kolkata,Banglore,afternoon,evening,24000,1,No info,14781,5,9
Jet Airways,Banglore,Delhi,morning,morning,10800,0,No info,7229,5,15
IndiGo,Delhi,Cochin,afternoon,mid_night,28800,1,No info,5684,6,27
Jet Airways,Kolkata,Banglore,mid_night,morning,99300,1,No info,14388,5,18
SpiceJet,Banglore,Delhi,morning,afternoon,10200,0,No check-in baggage included,5515,4,18
Jet Airways,Kolkata,Banglore,evening,evening,92400,1,No info,12692,6,9
Jet Airways,Kolkata,Banglore,morning,evening,34500,1,In-flight meal not included,9314,5,1
SpiceJet,Kolkata,Banglore,afternoon,evening,9000,0,No info,3873,6,15
SpiceJet,Kolkata,Banglore,evening,mid_night,8400,0,No check-in baggage included,4807,4,21
Multiple carriers,Delhi,Cochin,morning,evening,36900,1,No info,14848,6,27
IndiGo,Delhi,Cochin,mid_night,afternoon,25500,1,No info,6171,4,24
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No check-in baggage included,1965,6,24
Jet Airways,Kolkata,Banglore,morning,evening,41400,1,In-flight meal not included,10539,6,12
Air Asia,Banglore,Delhi,morning,afternoon,9900,0,No info,4483,6,1
Multiple carriers,Delhi,Cochin,morning,evening,47700,1,No info,8371,3,27
Jet Airways,Delhi,Cochin,afternoon,mid_night,52200,1,No info,15764,3,6
Jet Airways,Kolkata,Banglore,afternoon,evening,25500,1,In-flight meal not included,10844,5,12
IndiGo,Banglore,Delhi,mid_night,morning,10200,0,No info,4423,4,12
Vistara,Banglore,Delhi,morning,afternoon,10200,0,No info,4878,6,15
SpiceJet,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,2227,5,9
Jet Airways,Kolkata,Banglore,afternoon,evening,92700,1,In-flight meal not included,10844,5,15
Air Asia,Kolkata,Banglore,evening,evening,9000,0,No info,4107,4,3
Vistara,Kolkata,Banglore,morning,morning,99600,1,No info,11262,3,24
Jet Airways,Delhi,Cochin,afternoon,afternoon,81300,1,In-flight meal not included,10262,6,3
Jet Airways,Banglore,Delhi,afternoon,evening,10500,0,In-flight meal not included,4544,5,18
Jet Airways,Banglore,Delhi,evening,evening,11100,0,In-flight meal not included,6144,5,24
GoAir,Banglore,New Delhi,morning,morning,10500,0,No info,5706,3,15
Jet Airways,Banglore,New Delhi,mid_night,afternoon,23400,1,In-flight meal not included,5853,3,15
Jet Airways,Kolkata,Banglore,morning,evening,51600,2,In-flight meal not included,10118,5,21
Air India,Kolkata,Banglore,morning,mid_night,72000,2,No info,14687,5,1
Multiple carriers,Delhi,Cochin,morning,evening,27900,1,In-flight meal not included,9254,5,27
Jet Airways,Delhi,Cochin,morning,mid_night,67500,2,In-flight meal not included,10368,6,1
Jet Airways,Kolkata,Banglore,afternoon,evening,24000,1,No info,14571,6,6
Jet Airways,Banglore,Delhi,afternoon,evening,10500,0,In-flight meal not included,7229,6,1
IndiGo,Delhi,Cochin,morning,evening,51600,1,No info,6093,6,6
Multiple carriers,Delhi,Cochin,morning,evening,46800,1,No info,16023,3,9
IndiGo,Chennai,Kolkata,afternoon,afternoon,8400,0,No info,3597,6,6
Jet Airways,Kolkata,Banglore,morning,evening,60900,1,In-flight meal not included,8824,3,24
IndiGo,Delhi,Cochin,mid_night,morning,20700,1,No info,7060,3,9
Jet Airways,Kolkata,Banglore,afternoon,morning,69600,1,No info,14231,3,24
Jet Airways,Banglore,Delhi,evening,evening,11100,0,In-flight meal not included,4544,4,24
Jet Airways,Delhi,Cochin,afternoon,evening,99900,1,No info,16289,3,9
IndiGo,Kolkata,Banglore,morning,afternoon,9900,0,No info,6565,3,3
IndiGo,Chennai,Kolkata,afternoon,afternoon,8400,0,No info,3597,6,21
Air India,Delhi,Cochin,evening,morning,45900,1,No info,7480,5,6
Vistara,Kolkata,Banglore,afternoon,morning,63900,1,No info,9922,5,12
Jet Airways,Banglore,Delhi,afternoon,evening,10800,0,No info,7229,5,27
Jet Airways,Delhi,Cochin,evening,afternoon,59700,2,No info,14300,6,15
Jet Airways,Delhi,Cochin,mid_night,mid_night,94200,1,No info,12242,3,27
Multiple carriers,Delhi,Cochin,morning,evening,27300,1,No info,10678,6,24
Multiple carriers,Delhi,Cochin,morning,evening,46800,1,In-flight meal not included,9450,5,27
IndiGo,Kolkata,Banglore,evening,mid_night,9600,0,No info,4174,4,6
Jet Airways,Banglore,Delhi,morning,morning,10800,0,In-flight meal not included,4544,4,6
IndiGo,Kolkata,Banglore,afternoon,evening,16800,1,No info,5386,5,15
Jet Airways,Delhi,Cochin,evening,evening,85800,2,No info,15129,5,24
IndiGo,Delhi,Cochin,afternoon,evening,29400,1,No info,6412,6,15
Jet Airways,Banglore,New Delhi,mid_night,mid_night,9900,0,No info,7229,3,24
Vistara,Banglore,Delhi,morning,afternoon,10200,0,No info,4878,6,1
Air Asia,Kolkata,Banglore,morning,afternoon,9300,0,No info,3807,4,6
Jet Airways,Delhi,Cochin,afternoon,afternoon,68700,1,In-flight meal not included,12373,5,18
Jet Airways,Kolkata,Banglore,afternoon,evening,34200,1,No info,14571,6,6
Jet Airways,Delhi,Cochin,evening,mid_night,31200,1,In-flight meal not included,10262,6,12
Jet Airways,Delhi,Cochin,evening,evening,79500,1,In-flight meal not included,10577,6,9
Vistara,Mumbai,Hyderabad,evening,evening,93600,1,No info,12395,3,6
SpiceJet,Kolkata,Banglore,morning,morning,9300,0,No check-in baggage included,3841,4,27
Air Asia,Delhi,Cochin,morning,afternoon,28200,1,No info,8759,6,3
IndiGo,Delhi,Cochin,mid_night,afternoon,38700,1,No info,7738,3,21
IndiGo,Delhi,Cochin,afternoon,mid_night,37800,1,No info,7503,5,18
IndiGo,Delhi,Cochin,morning,mid_night,50700,1,No info,5883,6,3
Jet Airways,Kolkata,Banglore,evening,morning,48000,1,No info,12692,6,12
IndiGo,Banglore,Delhi,morning,morning,10200,0,No info,4823,4,15
SpiceJet,Mumbai,Hyderabad,mid_night,morning,5400,0,No info,2017,5,27
Air India,Delhi,Cochin,afternoon,morning,70800,2,No info,8603,6,12
Jet Airways,Banglore,Delhi,morning,afternoon,10500,0,In-flight meal not included,5769,6,21
Jet Airways,Kolkata,Banglore,evening,evening,84000,1,No info,12681,4,1
SpiceJet,Banglore,Delhi,mid_night,morning,9600,0,No info,3625,6,24
IndiGo,Delhi,Cochin,morning,mid_night,58500,1,No info,8854,5,9
IndiGo,Mumbai,Hyderabad,mid_night,mid_night,5400,0,No info,2754,5,15
Air India,Delhi,Cochin,morning,evening,33300,1,No info,8372,6,12
Jet Airways,Delhi,Cochin,afternoon,afternoon,74100,1,In-flight meal not included,10262,6,12
Air India,Chennai,Kolkata,morning,afternoon,8100,0,No info,10810,3,3
IndiGo,Chennai,Kolkata,mid_night,morning,8700,0,No info,3540,6,15
Jet Airways,Banglore,Delhi,evening,evening,11100,0,No info,8016,6,6
IndiGo,Banglore,New Delhi,morning,afternoon,10200,0,No info,6860,3,9
Air Asia,Delhi,Cochin,afternoon,evening,20400,1,No info,6451,4,27
Jet Airways,Kolkata,Banglore,evening,afternoon,67200,1,No info,13067,5,6
Jet Airways,Kolkata,Banglore,afternoon,evening,90000,1,No info,11467,5,6
Air India,Kolkata,Banglore,morning,evening,47700,1,No info,10203,5,9
Air Asia,Kolkata,Banglore,evening,mid_night,9000,0,No info,4082,3,12
Air India,Delhi,Cochin,morning,evening,30000,2,No info,13276,5,21
Jet Airways,Banglore,New Delhi,morning,afternoon,25200,2,No info,23001,3,9
Jet Airways,Kolkata,Banglore,evening,evening,93000,1,In-flight meal not included,10844,6,6
IndiGo,Banglore,Delhi,evening,evening,10500,0,No info,4990,6,27
Jet Airways,Banglore,New Delhi,mid_night,afternoon,33000,1,In-flight meal not included,10037,3,9
Jet Airways,Kolkata,Banglore,evening,mid_night,31200,1,No info,14388,5,6
Air India,Delhi,Cochin,evening,evening,78300,2,No info,12287,3,3
Jet Airways,Kolkata,Banglore,afternoon,evening,24000,1,In-flight meal not included,10844,6,6
Jet Airways,Mumbai,Hyderabad,morning,morning,5400,0,In-flight meal not included,4995,5,24
Multiple carriers,Delhi,Cochin,morning,evening,26400,1,No info,9794,5,27
IndiGo,Kolkata,Banglore,morning,morning,14400,1,No info,4226,6,6
IndiGo,Delhi,Cochin,morning,mid_night,50700,1,No info,7318,3,21
Jet Airways,Kolkata,Banglore,evening,morning,44100,1,In-flight meal not included,8529,6,12
Air India,Kolkata,Banglore,afternoon,evening,109800,2,No info,9416,6,12
Jet Airways,Delhi,Cochin,morning,afternoon,97200,2,In-flight meal not included,11507,6,3
Air India,Kolkata,Banglore,afternoon,morning,58200,2,No info,9920,4,1
Multiple carriers,Delhi,Cochin,morning,afternoon,32400,1,No info,7038,5,18
GoAir,Delhi,Cochin,morning,afternoon,21300,1,No info,4959,6,3
Jet Airways,Mumbai,Hyderabad,morning,morning,5100,0,No info,5678,6,9
Jet Airways,Banglore,Delhi,morning,morning,10800,0,In-flight meal not included,7229,6,9
Jet Airways,Kolkata,Banglore,afternoon,evening,25500,1,In-flight meal not included,7064,4,1
IndiGo,Banglore,Delhi,morning,morning,10200,0,No info,4823,4,6
Jet Airways,Kolkata,Banglore,afternoon,evening,21900,1,No info,14571,5,24
IndiGo,Kolkata,Banglore,morning,afternoon,9900,0,No info,4148,3,27
Air India,Kolkata,Banglore,morning,mid_night,55200,2,No info,13873,5,24
Jet Airways,Delhi,Cochin,afternoon,afternoon,84900,1,In-flight meal not included,10262,6,24
Multiple carriers,Delhi,Cochin,morning,mid_night,49800,1,No info,6645,4,9
IndiGo,Kolkata,Banglore,afternoon,evening,9300,0,No info,4804,5,1
IndiGo,Banglore,New Delhi,morning,afternoon,14700,1,No info,5746,3,9
GoAir,Delhi,Cochin,mid_night,afternoon,27600,1,No info,5199,6,9
IndiGo,Chennai,Kolkata,evening,evening,8400,0,No info,4332,3,18
IndiGo,Delhi,Cochin,morning,evening,34500,1,No info,6416,6,1
Air India,Banglore,New Delhi,morning,afternoon,34500,2,No info,12935,3,18
Jet Airways,Banglore,New Delhi,morning,evening,41100,1,In-flight meal not included,7832,3,21
Jet Airways,Kolkata,Banglore,afternoon,mid_night,43800,1,In-flight meal not included,8586,5,1
Jet Airways,Banglore,Delhi,afternoon,evening,10500,0,In-flight meal not included,5769,6,24
Jet Airways,Mumbai,Hyderabad,morning,morning,5400,0,No info,8040,5,21
Vistara,Delhi,Cochin,morning,morning,11400,0,No info,12411,3,6
Air India,Kolkata,Banglore,morning,evening,44700,1,No info,8366,6,9
Multiple carriers,Delhi,Cochin,morning,evening,42300,1,No info,7354,6,3
Air India,Banglore,New Delhi,morning,evening,39900,2,Change airports,13576,3,1
Multiple carriers,Delhi,Cochin,morning,evening,35100,1,No info,11622,6,3
Air India,Kolkata,Banglore,mid_night,evening,62700,2,No info,12723,6,6
Jet Airways,Kolkata,Banglore,morning,evening,54000,1,No info,13759,3,24
IndiGo,Delhi,Cochin,afternoon,evening,22800,1,No info,6412,5,15
IndiGo,Delhi,Cochin,morning,evening,45900,2,No info,6494,3,27
Jet Airways,Mumbai,Hyderabad,afternoon,afternoon,5400,0,No info,5678,3,24
Air India,Kolkata,Banglore,morning,morning,92700,1,No info,8891,5,12
Jet Airways,Delhi,Cochin,evening,evening,75600,1,No info,17024,3,3
Jet Airways,Delhi,Cochin,morning,evening,33600,2,In-flight meal not included,10368,6,12
Jet Airways,Kolkata,Banglore,evening,evening,80100,1,No info,14571,6,9
Jet Airways,Banglore,New Delhi,morning,afternoon,29700,1,In-flight meal not included,7832,3,21
Jet Airways,Kolkata,Banglore,morning,evening,45000,1,No info,14151,5,9
Multiple carriers,Delhi,Cochin,morning,evening,30600,1,No info,7154,3,21
Air Asia,Kolkata,Banglore,morning,evening,42600,1,No info,5192,4,15
Multiple carriers,Delhi,Cochin,afternoon,mid_night,37800,2,No info,21483,3,6
Jet Airways,Kolkata,Banglore,afternoon,mid_night,43800,1,In-flight meal not included,6812,6,6
IndiGo,Banglore,New Delhi,evening,mid_night,18000,1,No info,13292,3,3
IndiGo,Kolkata,Banglore,evening,mid_night,9300,0,No info,4174,4,9
Jet Airways,Delhi,Cochin,evening,afternoon,62700,2,In-flight meal not included,11150,6,27
IndiGo,Delhi,Cochin,afternoon,evening,18600,1,No info,5912,4,24
Air India,Delhi,Cochin,afternoon,evening,34200,1,No info,8907,6,27
Air India,Banglore,New Delhi,afternoon,mid_night,38400,1,No info,8767,3,9
